theme,description,profile_link,author,github_stars,updated,license,theme_tags,theme-repo,theme-ref
"
Coder
","
A simple and clean blog theme for Hugo
",https://d33wubrfki0l68.cloudfront.net/dcf8fe7a733aeb99364fa7d9ad2ed45df5a6318a/a1297/themes/hugo-coder/screenshot_hu937b67f38a5983c07a562ced176b5b06_72410_750x500_fill_catmullrom_top_3.png,"
Luiz F. A. de Prá
","
1679
","
2021-12-27
","
MIT
","['\nBlog\n', '\nMinimal\n', '\nPersonal\n', '\nResponsive\n']",https://github.com/luizdepra/hugo-coder/blob/master/LICENSE.md,https://themes.gohugo.io/themes/hugo-coder/
"
PaperMod
","
A fast, clean, responsive Hugo theme
",https://d33wubrfki0l68.cloudfront.net/b4c26b0c833ae90902402c5e33180ffd796ad03e/93031/themes/hugo-papermod/screenshot_huab9fa0133e300e3dd79a7b4ef7e429fe_141511_750x500_fill_catmullrom_top_3.png,"
Aditya Telange
","
2258
","
2021-12-26
","
MIT
","['\nBlog\n', '\nDark\n', '\nLight\n', '\nMinimal\n', '\nResponsive\n']",https://github.com/simple-icons/simple-icons,https://themes.gohugo.io/themes/hugo-papermod/
"
Academic
","
The website builder for Hugo. Build *anything* with widgets and deploy with one click! Fully personalize your site with themes, plugins, and language packs.
",https://d33wubrfki0l68.cloudfront.net/10beaf89a7c8ca802a32aaf5362b4acfd168f36a/7271e/themes/hugo-academic/screenshot_hud7608c6490536ac8ab050755ccd1fa70_104518_750x500_fill_catmullrom_top_3.png,"
George Cushen
","
6031
","
2020-03-06
","
MIT
","['\nBlog\n', '\nCompany\n', '\nContact\n', '\nDark\n', '\nDocs\n', '\nGallery\n', '\nLanding\n', '\nLight\n', '\nMinimal\n', '\nMultilingual\n', '\nPersonal\n', '\nPortfolio\n', '\nResponsive\n']",https://github.com/igrigorik/ga-beacon,https://themes.gohugo.io/themes/hugo-academic/
"
Book
","
Hugo documentation theme as simple as plain book
",https://d33wubrfki0l68.cloudfront.net/ef280d7c29b5af7a9c1a280625426bb2ae4fb1e4/369b2/themes/hugo-book/screenshot_huec729d04f241cf6d25145f0e39e6c0fd_189080_750x500_fill_catmullrom_top_3.png,"
Alex Shpak
","
1489
","
2021-12-01
","
MIT
","['\nDocs\n', '\nMultilingual\n', '\nResponsive\n']",https://github.com/alex-shpak/hugo-book/graphs/contributors,https://themes.gohugo.io/themes/hugo-book/
"
Jane
","
A readable theme for Hugo
",https://d33wubrfki0l68.cloudfront.net/b326bbc8baa7bf7f1894faa143dac48f2488f2fa/fc187/themes/hugo-theme-jane/screenshot_hue86ec56387d55a4e982f80cc54614468_206579_750x500_fill_catmullrom_top_3.png,"
xianmin
","
715
","
2021-01-08
","
MIT
","['\nBlog\n', '\nMultilingual\n', '\nResponsive\n']",https://github.com/kentcdodds/all-contributors,https://themes.gohugo.io/themes/hugo-theme-jane/
"
Minimo
","
Minimalist theme for Hugo
",https://d33wubrfki0l68.cloudfront.net/a3b5d4937fd01c269e7af91aa5a8bc08c208a6b1/b5527/themes/minimo/screenshot_hufac06538aeefc053a28a7d8381729205_105425_750x500_fill_catmullrom_top_3.png,"
Munif Tanjim
","
493
","
2020-07-18
","
MIT
","['\nBlog\n', '\nMinimal\n', '\nResponsive\n']",https://github.com/colebemis/feather/blob/master/LICENSE,https://themes.gohugo.io/themes/minimo/
"
Mainroad
","
Mainroad is a responsive, clean and content-focused Hugo theme.
",https://d33wubrfki0l68.cloudfront.net/48f0a4f919e7d68c4caa5017889d9b8a94b4450c/f5962/themes/mainroad/screenshot_huee825d547a3ef90d10d2c8b85b279346_58734_750x500_fill_catmullrom_top_3.png,"
Vimux
","
594
","
2021-12-29
","
GPLv2
","['\nBlog\n', '\nLight\n', '\nMultilingual\n', '\nResponsive\n']",https://github.com/Vimux/mainroad/blob/master/LICENSE.md,https://themes.gohugo.io/themes/mainroad/
"
Zzo
","
Hugo blog theme with rich features.
",https://d33wubrfki0l68.cloudfront.net/8e3450dbf183711d4521b9bfe7f8266e839fcabb/4ddb4/themes/hugo-theme-zzo/screenshot_hu5ccd3d7efa92df8ae2d40f651b739f0d_104168_750x500_fill_catmullrom_top_3.png,"
zzossig
","
545
","
2021-05-23
","
MIT
","['\nBlog\n', '\nDark\n', '\nGallery\n', '\nLight\n', '\nMultilingual\n', '\nResponsive\n']",https://github.com/zzossig/hugo-theme-zzo/blob/master/README.ko.md,https://themes.gohugo.io/themes/hugo-theme-zzo/
"
Eureka
","
Eureka is a feature-rich and highly customizable Hugo theme.
",https://d33wubrfki0l68.cloudfront.net/5fda3f7c24b8d135f7842d249df77b3d92b48b2f/dbac7/themes/hugo-eureka/screenshot_huaefeb46c66acebb8c8c77ff0b0454b2a_95593_750x500_fill_catmullrom_top_3.png,"
C. Wang
","
476
","
2021-11-10
","
Apache 2.0
","['\nBlog\n', '\nDark\n', '\nDocs\n', '\nLight\n', '\nMultilingual\n', '\nPersonal\n', '\nResponsive\n']",https://github.com/wangchucheng/hugo-eureka/,https://themes.gohugo.io/themes/hugo-eureka/
"
MemE
","
MemE is a powerful and highly customizable GoHugo theme for personal blogs.
",https://d33wubrfki0l68.cloudfront.net/db3a081ef50e45af1e648ea992e2efba8c588fca/f5768/themes/hugo-theme-meme/screenshot_hue212e1216a974906549ad8cffb47725f_170233_750x500_fill_catmullrom_top_3.png,"
reuixiy
","
598
","
2020-06-24
","
MIT
","['\nBlog\n', '\nMinimal\n', '\nMultilingual\n']",https://github.com/reuixiy/hugo-theme-meme/issues/2,https://themes.gohugo.io/themes/hugo-theme-meme/
"
hello-friend
","
A simple theme for Hugo. That's it.
",https://d33wubrfki0l68.cloudfront.net/671c25130011aa99c3a94885baae9f56f7976315/fc396/themes/hugo-theme-hello-friend/screenshot_hua60d284ca8acad38698c1d6cfdc145a9_247796_750x500_fill_catmullrom_top_3.png,"
panr
","
712
","
2021-11-07
","
MIT
","['\nBlog\n', '\nDark\n', '\nLight\n', '\nMinimal\n', '\nMultilingual\n', '\nPersonal\n', '\nResponsive\n']",https://github.com/panr/hugo-theme-hello-friend/blob/master/LICENSE.md,https://themes.gohugo.io/themes/hugo-theme-hello-friend/
"
XMin
","
eXtremely Minimal Hugo theme: about 150 lines of code in total, including HTML and CSS
",https://d33wubrfki0l68.cloudfront.net/f61a0b039a044b3065ef29d4e5dc2c3713246d40/4bde2/themes/hugo-xmin/screenshot_hu56ca8754dded783b3a2a3aaa71794d25_37151_750x500_fill_catmullrom_top_3.png,"
Yihui Xie
","
388
","
2021-12-31
","
MIT
","['\nBlog\n', '\nMinimal\n', '\nPersonal\n']",https://github.com/yihui/hugo-xmin,https://themes.gohugo.io/themes/hugo-xmin/
"
Hyde
","
An elegant open source and mobile first theme
",https://d33wubrfki0l68.cloudfront.net/1790b14c6a38194d194a0f1ac159d99442511462/86d24/themes/hyde/screenshot_hu19678d06d66c484f2fad34474a0e2788_447363_750x500_fill_catmullrom_top_3.png,"
spf13
","
468
","
2021-04-02
","
MIT
","['\nBlog\n', '\nCompany\n']",https://github.com/poole/hyde/blob/master/public/css/hyde.css,https://themes.gohugo.io/themes/hyde/
"
reveal-hugo
",nil,https://d33wubrfki0l68.cloudfront.net/28e65fca13a511b245abfc8d453d071d619f74e8/31d2f/themes/reveal-hugo/screenshot_hufba80f1692146801cdf530a50d622667_89054_750x500_fill_catmullrom_top_3.png,"
Josh Dzielak
","
436
","
2021-04-13
","
MIT
",,https://github.com/guilhem/devops-training,https://themes.gohugo.io/themes/reveal-hugo/
"
Doks
","
Hugo theme helping you build modern documentation websites that are secure, fast, and SEO-ready — by default.
",https://d33wubrfki0l68.cloudfront.net/dac1b3649f9f89ef1446dd7599f7e3441df266ae/2da0f/themes/doks/screenshot_hu9f6b95cd697334bd227c6f3e04d70957_121933_750x500_fill_catmullrom_top_3.png,"
Henk Verlinde
","
695
","
2021-10-05
","
MIT
","['\nBlog\n', '\nBootstrap\n', '\nDark Mode\n', '\nDocs\n', '\nLanding\n', '\nMinimal\n']",https://github.com/h-enk/doks/discussions,https://themes.gohugo.io/themes/doks/
"
Universal
","
A port of the Universal theme
",https://d33wubrfki0l68.cloudfront.net/55a171f6bb586dc61e65c22df38da2d21d042a13/1e96c/themes/hugo-universal-theme/screenshot_hua1df499e3edae9b1ae7894f6a324d4a4_712959_750x500_fill_catmullrom_top_3.png,"
adrianmo
","
526
","
2021-12-28
","
MIT
","['\nBlog\n', '\nCompany\n', '\nMinimal\n', '\nPortfolio\n', '\nResponsive\n']",https://github.com/devcows/hugo-universal-theme/pulls,https://themes.gohugo.io/themes/hugo-universal-theme/
"
Introduction
","
Minimal, single page, smooth scrolling theme for Hugo.
",https://d33wubrfki0l68.cloudfront.net/be8da49e4033dd59736eea6112b49aa1f7aaf135/ec63a/themes/hugo-theme-introduction/screenshot_hu7fed753caf8a2a6ad6262e8be1d6130c_36860_750x500_fill_catmullrom_top_3.png,"
Victoria Drake
","
509
","
2021-12-19
","
Apache-2.0
","['\nBlog\n', '\nDark\n', '\nGallery\n', '\nLanding\n', '\nLight\n', '\nMinimal\n', '\nMultilingual\n', '\nPersonal\n', '\nResponsive\n']",https://github.com/victoriadrake/hugo-theme-introduction/blob/master/LICENSE,https://themes.gohugo.io/themes/hugo-theme-introduction/
"
Toha
","
A simple hugo theme for personal portfolio
",https://d33wubrfki0l68.cloudfront.net/220b38d54fb7fd652b24bb85c40310243d266694/08bee/themes/toha/screenshot_hub7ea033b332a39cbcdf00b600fe50644_653282_750x500_fill_catmullrom_top_3.png,"
Emruz Hossain
","
416
","
2021-11-18
","
MIT
","['\nBlog\n', '\nBootstrap\n', '\nGallery\n', '\nMinimal\n', '\nMultilingual\n', '\nPortfolio\n', '\nResponsive\n']",https://github.com/hugo-toha/toha,https://themes.gohugo.io/themes/toha/
"
mini
","
A fast, minimalist and responsive hugo theme for bloggers.
",https://d33wubrfki0l68.cloudfront.net/1e4cbe6fec59b3914ce0fc6a99071b4d34006711/f9800/themes/hugo-theme-cactus-plus/screenshot_hu625376a94b3b6fe17683c8b45cf00afb_81906_750x500_fill_catmullrom_top_3.png,"
nodejh
","
441
","
2021-12-05
","
MIT
","['\nBlog\n', '\nMinimal\n', '\nResponsive\n']",https://github.com/nodejh/hugo-theme-mini/blob/master/LICENSE.md,https://themes.gohugo.io/themes/hugo-theme-cactus-plus/
"
Ananke Gohugo Theme
","
A Base theme for building full featured Hugo sites
",https://d33wubrfki0l68.cloudfront.net/694a66ea9b208372e97ed517a8d91294b1d64071/29085/themes/gohugo-theme-ananke/screenshot_hu05e872823bf4dc022f268827105dd45c_394121_750x500_fill_catmullrom_top_3.png,"
theNewDynamic
","
672
","
2021-12-23
","
MIT
","['\nBlog\n', '\nMultilingual\n', '\nResponsive\n']",https://github.com/theNewDynamic/gohugo-theme-ananke/blob/master/layouts/index.html#L32,https://themes.gohugo.io/themes/gohugo-theme-ananke/
"
Anatole
","
Anatole is a beautiful minimalist two-column hugo theme based on farbox-theme-Anatole.
",https://d33wubrfki0l68.cloudfront.net/413371289a250d2cd0c405bc81ec7b6be9f02112/61595/themes/anatole/screenshot_hu1d86c70d5c23821544504d1e612bea9c_140822_750x500_fill_catmullrom_top_3.png,"
Alexander Bilz
","
366
","
2021-12-25
","
MIT
","['\nBlog\n', '\nDark\n', '\nMinimal\n', '\nPersonal\n', '\nResponsive\n']",https://github.com/lxndrblz/anatole/blob/master/exampleSite/content/english/post/redirect.md,https://themes.gohugo.io/themes/anatole/
"
Hugo Future Imperfect
","
Ported theme of HTML5 UP, future imperfect, with some extra goodies
",https://d33wubrfki0l68.cloudfront.net/4c91d62382c310238bdf7b2aca0da415e735199c/46ae2/themes/hugo-future-imperfect/screenshot_hu08bbfa3380a3ff76fb20b525ece6d69d_393195_750x500_fill_catmullrom_top_3.png,"
Julio Pescador
","
308
","
2018-02-27
","
MIT
","['\nBlog\n', '\nResponsive\n', '\nrecent release of Hugo.\n', '\nVersion Configuration\n', '\ntag a new version.\n']",https://github.com/jpescador/hugo-future-imperfect/blob/master/LICENSE.md,https://themes.gohugo.io/themes/hugo-future-imperfect/
"
m10c
","
A minimalistic (m10c) theme for bloggers
",https://d33wubrfki0l68.cloudfront.net/48484deb7d49d4e18b2b9cc1c926d2773bf0ee64/44d7e/themes/hugo-theme-m10c/screenshot_hu2893599ab56f678e40236c848f4dc2b9_151653_750x500_fill_catmullrom_top_3.png,"
vaga
","
281
","
2021-03-08
","
MIT
","['\nBlog\n', '\nDark\n', '\nMinimal\n', '\nResponsive\n']",https://github.com/feathericons/feather/blob/master/LICENSE,https://themes.gohugo.io/themes/hugo-theme-m10c/
"
Clean White
","
A clean, elegant blog theme for hugo
",https://d33wubrfki0l68.cloudfront.net/16956bdf27c166c2769c60e207237ce9fe15e102/091f5/themes/hugo-theme-cleanwhite/screenshot_hud39518ca948eca26996ff5971e1afa58_406590_750x500_fill_catmullrom_top_3.png,"
Huabing Zhao
","
352
","
2021-12-30
","
Apache
","['\nBlog\n', '\nLight\n', '\nMinimal\n', '\nResponsive\n']",https://github.com/zhaohuabing/hugo-theme-cleanwhite/issues/115,https://themes.gohugo.io/themes/hugo-theme-cleanwhite/
"
Blackburn
","
A clear, responsive theme constructed using Pure CSS from Yahoo
",https://d33wubrfki0l68.cloudfront.net/b35a63a87dbd19e40d983099a31647164eff018d/b0a10/themes/blackburn/screenshot_hu96b78b2397b09d65dc28b30e64323e3b_122209_750x500_fill_catmullrom_top_3.png,"
Yoshiharu Yamashita
","
294
","
2021-10-14
","
MIT
","['\nBlog\n', '\nPersonal\n', '\nResponsive\n']",https://github.com/yoshiharuyamashita/blackburn,https://themes.gohugo.io/themes/blackburn/
"
LeaveIt
","
A simple, clean blog theme for hugo.
",https://d33wubrfki0l68.cloudfront.net/01035b27a180300d7bda1fc6b6fd1d50eb5e6749/01764/themes/leaveit/screenshot_hu9b0db31b2b5132f074ba06eea9ac65a8_165080_750x500_fill_catmullrom_top_3.png,"
LiuZhichao
","
376
","
2018-11-04
","
MIT
","['\nBlog\n', '\nDark\n', '\nGallery\n', '\nMinimal\n', '\nResponsive\n', '\nrecent release of Hugo.\n', '\nVersion Configuration\n', '\ntag a new version.\n']",https://github.com/google/code-prettify,https://themes.gohugo.io/themes/leaveit/
"
Call me Sam.
","
Simple And Minimalist theme for Hugo.
",https://d33wubrfki0l68.cloudfront.net/e20a77229d2415382bd7f0a07715bcae59704f5a/42278/themes/hugo-theme-sam/screenshot_hu0eac4de1193800afe94a20994967d3a1_16242_750x500_fill_catmullrom_top_3.png,"
Victoria Drake
","
363
","
2020-11-14
","
Apache-2.0
","['\nBlog\n', '\nGallery\n', '\nMinimal\n', '\nPortfolio\n', '\nResponsive\n']",https://github.com/victoriadrake/hugo-theme-sam/blob/master/LICENSE,https://themes.gohugo.io/themes/hugo-theme-sam/
"
Minimal
","
Personal blog theme powered by Hugo
",https://d33wubrfki0l68.cloudfront.net/e5b40c63a74a075f99ac760891473af73a203e81/8140c/themes/minimal/screenshot_hu58f107a72345a24a50cc13bb6e35a0d1_46775_750x500_fill_catmullrom_top_3.png,"
Calin Tataru
","
361
","
2021-01-03
","
MIT
","['\nBlog\n', '\nMinimal\n', '\nPersonal\n', '\nResponsive\n']",https://github.com/calintat/minimal,https://themes.gohugo.io/themes/minimal/
"
Creative portfolio
","
Port of the creative portfolio theme
",https://d33wubrfki0l68.cloudfront.net/8ac26dd757aacd983cd6cfd8d32d98ea49ec9e4d/e8fc9/themes/hugo-creative-portfolio-theme/screenshot_huae92bd9f36dca86a00d2df27da4a735b_565314_750x500_fill_catmullrom_top_3.png,"
Kishan B
","
342
","
2021-10-30
","
MIT
","['\nMinimal\n', '\nPortfolio\n', '\nResponsive\n']",https://github.com/kishaningithub/hugo-creative-portfolio-theme/pulls,https://themes.gohugo.io/themes/hugo-creative-portfolio-theme/
"
Hugo Fresh
","
A Hugo adaptation of the Fresh theme from CSS Ninja
",https://d33wubrfki0l68.cloudfront.net/c620e158ce3853c0735d0fa1a0abeb5277c2880b/4e9e5/themes/hugo-fresh/screenshot_hu59575f96195d76c58e16ef86a2d7af31_99859_750x500_fill_catmullrom_top_3.png,"
Stefan M.
","
345
","
2021-02-16
","
MIT
","['\nCompany\n', '\nLanding\n', '\nLight\n', '\nResponsive\n']",https://github.com/StefMa/hugo-fresh,https://themes.gohugo.io/themes/hugo-fresh/
"
Archie
","
Archie is a minimal and clean theme for hugo with a markdown-ish UI.
",https://d33wubrfki0l68.cloudfront.net/608b279c3b51c36ac0d8639223d909c0c4c9eb61/84636/themes/archie/screenshot_hu8242e3e9ab7a87e68cc001425a41cc5b_207481_750x500_fill_catmullrom_top_3.png,"
Athul Cyriac Ajay
","
352
","
2021-09-25
","
MIT
","['\nBlog\n', '\nMinimal\n', '\nPersonal\n', '\nResponsive\n']",https://github.com/vividvilla/ezhil,https://themes.gohugo.io/themes/archie/
"
Hugo Future Imperfect Slim
","
Future Imperfect Theme - Slimmed Down
",https://d33wubrfki0l68.cloudfront.net/015c6c3e03db504fc204314127ee397c19fec61b/eb2d8/themes/hugo-future-imperfect-slim/screenshot_hu0b1bd11905bfa7fe1fe498219ace40f8_788461_750x500_fill_catmullrom_top_3.png,"
Patrick Collins
","
278
","
2021-11-05
","
Creative Commons Attribution 3.0 Unported
","['\nBlog\n', '\nContact\n', '\nGallery\n', '\nMultilingual\n', '\nResponsive\n']",https://github.com/pacollins/hugo-future-imperfect-slim/blob/master/LICENSE.md,https://themes.gohugo.io/themes/hugo-future-imperfect-slim/
"
Meghna Hugo
","
Hugo port of the Themefisher’s Meghna Template
",https://d33wubrfki0l68.cloudfront.net/2bb6985b901d0015b92b2fb7a599254739178a26/5f1ec/themes/meghna-hugo/screenshot_hua08ed15aee9bdb7eb6d182ddeac95548_789341_750x500_fill_catmullrom_top_3.png,"
Themefisher
","
300
","
2021-09-01
","
MIT
","['\nBlog\n', '\nBootstrap\n', '\nCompany\n', '\nContact\n', '\nDark\n', '\nLanding\n', '\nMinimal\n', '\nPortfolio\n', '\nResponsive\n']",https://github.com/themefisher/meghna-hugo/graphs/contributors,https://themes.gohugo.io/themes/meghna-hugo/
"
Hugo Novela
","
A Hugo port of the Novela theme by Narative
",https://d33wubrfki0l68.cloudfront.net/9409feffbfec0a64eafdfa6fb6553fb0054441bf/0c5fd/themes/hugo-theme-novela/screenshot_hu8a877333df44e961b95af7f16021ba56_470655_750x500_fill_catmullrom_top_3.png,"
The New Dynamic
","
279
","
2021-02-22
","
MIT
",['\nBlog\n'],https://github.com/forestryio/novela-hugo-starter,https://themes.gohugo.io/themes/hugo-theme-novela/
"
Clarity
","
A theme based on VMware's Clarity Design System for publishing technical blogs with Hugo.
",https://d33wubrfki0l68.cloudfront.net/a631041fe27cfae085eb26c1ccf61d4f2e9e18af/ebaef/themes/hugo-clarity/screenshot_hu2cd54450b592ee9d02acbc9f938e02d8_124394_750x500_fill_catmullrom_top_3.png,"
Chip Zoller
","
276
","
2021-12-05
","
MIT
","['\nBlog\n', '\nDark\n']",https://github.com/KaTeX/KaTeX/tree/master/contrib/mhchem,https://themes.gohugo.io/themes/hugo-clarity/
"
Cactus
","
A clean, responsive hugo theme for personal blog. Forked from hexo theme cactus created by @probberechts.
",https://d33wubrfki0l68.cloudfront.net/7d499438f56f15f5fd8eaac847b13e6e597c6182/0bd55/themes/hugo-theme-cactus/screenshot_huedeb95feac8c0c181c49db2a5b2f3487_147349_750x500_fill_catmullrom_top_3.png,"
Zeran Wu
","
286
","
2021-08-31
","
MIT
","['\nBlog\n', '\nResponsive\n']",https://github.com/probberechts/hexo-theme-cactus,https://themes.gohugo.io/themes/hugo-theme-cactus/
"
Yinyang
","
Yinyang theme for Hugo.
",https://d33wubrfki0l68.cloudfront.net/1113a3ecbdcfe3b8d5a551084783f06f4e9448ca/feebf/themes/hugo-theme-yinyang/screenshot_hu0dfbc6dde5b15cb5aea54ce8523a2b15_16867_750x500_fill_catmullrom_top_3.png,"
Joway Wang
","
276
","
2021-06-15
","
MIT
","['\nBlog\n', '\nMinimal\n', '\nPersonal\n', '\nResponsive\n']",https://github.com/joway/hugo-theme-yinyang/blob/master/layouts/partials/seo.html,https://themes.gohugo.io/themes/hugo-theme-yinyang/
"
Goa
","
Simple Minimalist Hugo Theme
",https://d33wubrfki0l68.cloudfront.net/dff54f59f068dbcaf66b18e5120c94bdc026683f/54462/themes/hugo-goa/screenshot_huee4ff94bd3b3fcb16436d7b4f52d3b33_291005_750x500_fill_catmullrom_top_3.png,"
Rajesh Shenoy
","
218
","
2021-12-01
","
MIT
","['\nBootstrap\n', '\nMinimal\n']",https://github.com/shenoybr/hugo-goa/blob/master/exampleSite/config.toml,https://themes.gohugo.io/themes/hugo-goa/
